Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference,Mechanical Power,Wear Rate,Thermal Stress
1,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,9.300000000000011,51254.399999999994,0.03143534992204309,282.7200000000003
0,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,9.199999999999989,50524.799999999996,0.03309265942653871,279.67999999999967
1,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,9.199999999999989,57182.6,0.042075736295879566,368.91999999999956
2,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,9.299999999999955,71288.0,0.046616541318333427,498.4799999999976
1,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,9.299999999999955,53498.8,0.03839338450183497,293.8799999999986
1,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,9.299999999999955,68305.4,0.04698457219706551,445.4699999999978
1,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,9.399999999999977,51956.0,0.04116945104942157,291.3999999999993
2,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,9.299999999999955,68864.40000000001,0.053303303263285806,480.8099999999977
1,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,9.399999999999977,57645.0,0.044930176050437046,328.9999999999992
1,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,9.400000000000034,86409.40000000001,0.05998421463300377,641.0800000000023
0,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,9.5,75762.5,0.056727272686016524,523.45
1,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,9.300000000000011,69535.8,0.05836849503630907,454.77000000000055
1,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,9.399999999999977,68569.6,0.06036931813894224,457.7799999999989
1,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,9.5,61200.0,0.060416666624710645,403.75
1,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,9.5,44654.4,0.05022573360596742,239.4
1,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,56397.6,0.060991957063678305,359.09999999999997
1,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,9.5,50325.0,0.05636363632947658,289.75
2,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,34003.4,0.040790038625680536,138.7
1,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,9.600000000000023,50758.4,0.059466019381391975,295.6800000000007
1,299.0,308.6,1653,31.7,100,0,0,0,0,0,0,9.600000000000023,52400.1,0.06049606771899814,304.32000000000073
1,299.0,308.6,1946,22.3,102,0,0,0,0,0,0,9.600000000000023,43395.8,0.052415210661657136,214.08000000000052
1,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,9.5,56913.0,0.06688102889589644,347.7
1,299.0,308.6,1661,32.2,106,0,0,0,0,0,0,9.600000000000023,53484.200000000004,0.06381697768584167,309.12000000000074
1,299.0,308.6,1434,45.9,108,0,0,0,0,0,0,9.600000000000023,65820.59999999999,0.07531380747886066,440.640000000001
1,299.0,308.6,1297,54.2,110,0,0,0,0,0,0,9.600000000000023,70297.40000000001,0.08481110247894286,520.3200000000013
1,299.0,308.6,1466,46.4,112,0,0,0,0,0,0,9.600000000000023,68022.4,0.07639836284011026,445.440000000001
2,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,9.700000000000045,60376.6,0.07514831900122061,386.06000000000176
1,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,9.600000000000023,60099.0,0.06716417906592183,331.2000000000008
1,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,9.600000000000023,61778.0,0.07531645564853388,375.3600000000009
2,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,9.600000000000023,65808.59999999999,0.07887874831885348,411.84000000000094
1,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,9.700000000000045,60276.700000000004,0.08372721128715245,394.7900000000019
1,299.0,308.6,1429,37.7,126,0,0,0,0,0,0,9.600000000000023,53873.3,0.08817354787391633,361.92000000000087
2,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,9.700000000000045,52729.0,0.08132147390004989,324.9500000000015
2,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,9.700000000000045,61569.6,0.08595800519294093,391.8800000000018
1,299.0,308.7,1507,37.5,134,0,0,0,0,0,0,9.699999999999989,56512.5,0.08891838083018024,363.74999999999955
1,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,9.600000000000023,65574.90000000001,0.09270620307245657,429.120000000001
1,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,9.5,66481.1,0.10607225203222731,485.45
1,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,9.600000000000023,78737.90000000001,0.09797060874879593,528.9600000000013
2,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,9.600000000000023,58468.0,0.0913183279155509,360.9600000000009
1,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,9.600000000000023,61021.8,0.0964737191640228,389.76000000000096
1,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,9.600000000000023,62882.9,0.10075394098646062,413.760000000001
0,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,9.5,61437.6,0.10282953754118043,402.8
1,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,9.600000000000023,79475.09999999999,0.1110310020828904,550.0800000000013
2,298.9,308.5,1456,50.0,156,0,0,0,0,0,0,9.600000000000023,72800.0,0.10714285706927001,480.00000000000114
1,299.0,308.5,1604,34.7,159,0,0,0,0,0,0,9.5,55658.8,0.09912718198308779,329.65000000000003
1,299.0,308.6,1734,32.4,161,0,0,0,0,0,0,9.600000000000023,56181.6,0.0928489042140433,311.0400000000007
1,299.0,308.6,1378,47.8,163,0,0,0,0,0,0,9.600000000000023,65868.4,0.11828737291851424,458.8800000000011
1,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,9.800000000000011,62867.2,0.10970744673556684,409.64000000000044
2,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,9.800000000000011,69819.59999999999,0.11911554913044539,488.04000000000053
0,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,9.800000000000011,57454.8,0.1115485563572516,369.46000000000043
1,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,9.800000000000011,56551.5,0.10985561826123312,347.90000000000043
2,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,9.800000000000011,50324.799999999996,0.09988713312647453,278.32000000000033
0,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,9.700000000000045,50313.0,0.11090573006105622,300.7000000000014
1,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,68749.2,0.1364306783654641,496.8600000000006
0,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,9.800000000000011,62400.0,0.12466666658355555,407.68000000000046
0,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,9.699999999999989,72975.6,0.12260536390638226,452.01999999999947
1,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,9.799999999999955,62713.0,0.1363321798364483,425.319999999998
0,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,9.800000000000011,80847.0,0.1439942111837958,573.3000000000006
2,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,9.800000000000011,64802.600000000006,0.14386459792393186,447.8600000000005
1,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,9.699999999999989,71234.40000000001,0.1557562075577455,519.9199999999994
2,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,9.699999999999989,61131.0,0.14017437951698566,397.69999999999953
2,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,58830.2,0.13477431650681862,362.7799999999996
2,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,9.699999999999989,64338.299999999996,0.14135437203066772,410.3099999999995
1,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999955,69242.40000000001,0.14860259021908478,462.5599999999979
2,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,9.799999999999955,64130.0,0.16603773572374508,474.3199999999978
1,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999955,52229.1,0.13790970925299337,316.5399999999985
2,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,9.799999999999955,63025.200000000004,0.15243902428696543,418.4599999999981
1,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,74083.5,0.1504950494056138,479.22000000000054
1,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,9.800000000000011,66457.6,0.0,462.56000000000057
1,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,9.900000000000034,66940.8,0.0013623978192354236,451.4400000000016
1,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,9.900000000000034,67546.90000000001,0.0028839221320231274,482.1300000000017
2,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,9.900000000000034,52154.100000000006,0.00399201596540784,343.5300000000012
0,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,9.900000000000034,66411.0,0.00638297871887732,466.2900000000016
1,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,9.899999999999977,49419.0,0.008668730644787162,302.9399999999993
1,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,9.899999999999977,54244.9,0.01058901389107279,355.4099999999992
1,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,9.899999999999977,75589.0,0.012811387891237445,532.6199999999988
2,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,9.899999999999977,62718.6,0.01310615988656215,406.8899999999991
1,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,9.900000000000034,58598.99999999999,0.015032679728736809,379.17000000000127
1,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,9.699999999999989,51447.5,0.015792798473914845,315.24999999999966
1,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,9.700000000000045,38690.299999999996,0.01304978249731765,181.39000000000084
1,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,9.699999999999989,52150.0,0.01946308723525967,339.4999999999996
1,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,9.699999999999989,50344.0,0.017857142846856484,281.29999999999967
1,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,9.699999999999989,61938.0,0.023655913961536976,430.6799999999995
2,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000045,70680.0,0.024561403491535856,481.1200000000023
1,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,9.800000000000011,52844.399999999994,0.023298589807910122,317.5200000000004
1,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,9.800000000000011,63242.00000000001,0.026058631904847796,403.7600000000005
1,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,54489.6,0.02651515149841215,337.1200000000004
2,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,9.899999999999977,58942.600000000006,0.02851587814094888,378.17999999999915
1,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,9.899999999999977,57552.00000000001,0.028746177352448818,348.4799999999992
2,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,9.899999999999977,65793.0,0.03388658365568009,450.44999999999897
2,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,9.800000000000011,56089.8,0.03254067582444263,343.9800000000004
1,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,9.800000000000011,52535.0,0.03664223848324967,343.0000000000004
1,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,9.699999999999989,73660.0,0.03931034480047562,492.7599999999994
1,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,9.800000000000011,44807.0,0.03410404622306124,253.82000000000028
2,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,9.800000000000011,52942.700000000004,0.0388287714584158,330.2600000000004
1,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,9.800000000000011,74344.6,0.04450625866167854,506.6600000000006
2,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,9.699999999999989,58437.00000000001,0.04370860924257708,375.3899999999996
1,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,9.800000000000011,62366.1,0.04967602588216268,440.0200000000005
1,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,9.899999999999977,50064.0,0.04765100667942885,332.63999999999925
1,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,9.800000000000011,45991.4,0.04222093693335978,260.6800000000003
1,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,9.800000000000011,57408.0,0.05016722404671088,376.32000000000045
1,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,9.900000000000034,69045.9,0.06010928957056261,533.6100000000018
0,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,9.800000000000011,65079.3,0.058388765662683834,471.38000000000056
1,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,9.699999999999989,71592.90000000001,0.05878236524927755,485.96999999999946
1,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,9.699999999999989,59487.3,0.060863411138808624,408.36999999999955
1,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,9.699999999999989,57526.6,0.058588548562857154,371.50999999999954
0,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,9.699999999999989,50627.8,0.05795235025244536,316.21999999999963
0,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,9.699999999999989,45196.799999999996,0.05549065417319471,256.0799999999997
1,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,9.699999999999989,41971.0,0.05599104140202069,227.94999999999973
1,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,9.800000000000011,41751.399999999994,0.05228088157238294,209.72000000000023
2,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,9.800000000000011,55938.299999999996,0.06748864369403722,355.7400000000004
1,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,9.900000000000034,55051.49999999999,0.0666666666251298,339.57000000000113
1,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,9.900000000000034,60121.8,0.06907477815647986,377.1900000000013
2,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,9.899999999999977,54000.0,0.07708333327980324,371.24999999999915
1,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,9.800000000000011,62984.7,0.07656145058659405,414.5400000000005
1,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,9.900000000000034,66114.4,0.08491947285144986,479.1600000000016
1,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999977,57325.200000000004,0.07657365342208068,368.2799999999992
0,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,9.800000000000011,63166.4,0.07731958757904665,398.86000000000047
1,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,9.800000000000011,59361.899999999994,0.08486082818407276,394.94000000000045
1,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,9.800000000000011,58024.9,0.0829523186917359,371.4200000000004
1,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,9.899999999999977,56209.200000000004,0.08537392449677436,368.2799999999992
2,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,9.800000000000011,69407.09999999999,0.09040717730130629,469.4200000000005
2,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,9.700000000000045,72000.0,0.09305555549093364,485.0000000000023
2,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,9.800000000000011,44955.899999999994,0.07283359911066793,234.22000000000025
1,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,9.699999999999989,72928.8,0.09675190041689571,488.8799999999994
2,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,9.700000000000045,82212.0,0.10708898936116969,601.4000000000028
1,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,9.800000000000011,50941.9,0.0902302426320907,310.66000000000037
1,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,9.800000000000011,60644.100000000006,0.09477756280156185,383.18000000000046
1,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,9.800000000000011,55651.200000000004,0.09959893041470659,364.56000000000046
1,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,9.800000000000011,56734.0,0.10113864695168208,372.40000000000043
1,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,9.700000000000045,65852.0,0.11733128825358029,489.8500000000023
2,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,9.699999999999989,59072.0,0.1091549295005951,403.5199999999995
1,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,9.700000000000045,43443.600000000006,0.08946772361864794,238.62000000000114
1,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,9.599999999999966,62495.0,0.110344827510107,413.75999999999857
0,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,9.699999999999989,42307.200000000004,0.08653846149223372,219.21999999999974
1,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,9.599999999999966,45394.5,0.09748978394775844,254.3999999999991
2,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,61227.299999999996,0.11289245149439381,396.7299999999995
2,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,9.700000000000045,60434.4,0.12721893481714575,433.5900000000021
1,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,9.699999999999989,62208.5,0.11674449625300566,402.5499999999995
1,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,9.800000000000011,38059.6,0.08975659224657373,189.1400000000002
1,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,9.800000000000011,69962.40000000001,0.12587904351204005,482.1600000000006
1,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,9.800000000000011,63204.5,0.11884438600207196,406.7000000000005
1,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,9.899999999999977,64864.5,0.11708253351434258,410.84999999999906
1,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,9.900000000000034,64820.6,0.132997843182604,461.3400000000016
1,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,9.800000000000011,44336.5,0.10417827292246336,242.0600000000003
1,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,9.800000000000011,69434.1,0.14617169362245033,526.2600000000007
1,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,9.900000000000034,81641.5,0.14200743483865616,600.9300000000021
1,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,9.800000000000011,54425.50000000001,0.11950464388885161,330.2600000000004
1,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,9.699999999999989,68173.59999999999,0.14530551404969783,492.7599999999994
1,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,70143.40000000001,0.13115845530548703,452.9899999999995
2,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,9.699999999999989,57348.0,0.12283950609701265,343.3799999999996
1,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,9.699999999999989,65783.59999999999,0.131424853525423,415.1599999999995
1,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,37766.4,0.09074733092048606,162.9599999999998
1,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,48791.600000000006,0.12075029301245586,277.4199999999997
1,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,9.699999999999989,37350.0,0.09244444440335803,161.0199999999998
1,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,67845.6,0.0,471.41999999999945
1,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,9.700000000000045,70620.8,0.0013140604459171744,450.0800000000021
1,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,9.700000000000045,69870.59999999999,0.0025990903166997464,440.38000000000204
0,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,9.600000000000023,76410.0,0.004240282682515701,518.4000000000012
1,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,9.699999999999989,53502.0,0.007607192249234306,358.8999999999996
2,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,9.800000000000011,61074.6,0.008748317625337605,402.7800000000005
1,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,9.699999999999989,55043.6,0.011220196345567883,374.41999999999956
1,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,9.699999999999989,56366.1,0.012422360239874147,377.32999999999953
1,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,9.699999999999989,89100.0,0.01515151514003673,654.7499999999992
2,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,9.699999999999989,57301.200000000004,0.015203870065512182,384.11999999999955
1,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,9.699999999999989,67260.59999999999,0.017580871998888276,458.80999999999943
1,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,9.800000000000011,72887.90000000001,0.019299499628806647,510.5800000000006
1,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,9.800000000000011,59220.5,0.02032235457580774,406.7000000000005
2,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,9.899999999999977,61764.2,0.023238380792175124,458.3699999999989
2,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,9.800000000000011,63156.0,0.02454873644436914,446.8800000000005
1,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,9.800000000000011,58044.799999999996,0.02384020617020605,366.52000000000044
0,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,9.900000000000034,57525.0,0.025423728796985835,371.25000000000125
1,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,9.900000000000034,70372.8,0.030386740310506394,481.1400000000017
1,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,9.800000000000011,62982.3,0.03264726754247887,438.0600000000005
1,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,9.800000000000011,55924.5,0.029611350999622855,338.10000000000036
0,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,9.700000000000045,63272.299999999996,0.03232062053502222,396.73000000000184
1,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,9.700000000000045,43249.700000000004,0.02810424117112711,214.37000000000103
1,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,9.700000000000045,34378.2,0.023543990077016113,137.74000000000063
2,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,9.800000000000011,60169.299999999996,0.037555696984369384,375.34000000000043
1,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,9.800000000000011,60131.2,0.03794369642720704,360.6400000000004
1,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,9.699999999999989,58669.200000000004,0.04221635881120293,375.3899999999996
1,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,9.700000000000045,80265.5,0.05468102729521041,645.050000000003
1,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,9.700000000000045,59953.0,0.04071856284986912,348.2300000000016
2,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,9.700000000000045,71004.6,0.047912388742017524,471.42000000000223
1,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,9.800000000000011,64015.2,0.04652644993847899,399.84000000000043
1,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,9.800000000000011,55549.200000000004,0.048200514107840285,349.8600000000004
2,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,9.800000000000011,62499.0,0.051128818027138895,406.7000000000005
2,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,9.799999999999955,49752.6,0.04872107183390921,296.93999999999863
2,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,9.799999999999955,79674.3,0.06469212777498665,608.5799999999972
0,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,9.800000000000011,64349.99999999999,0.06254545449996694,458.6400000000005
1,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,9.699999999999989,55820.1,0.06504646171190388,387.0299999999995
1,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,9.699999999999989,49170.0,0.05636363632947658,289.05999999999966
2,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,9.800000000000011,71607.2,0.07057949474696916,521.3600000000006
0,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,9.700000000000045,72192.0,0.06950354604999748,496.6400000000024
1,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,9.699999999999989,59950.799999999996,0.0649432534268958,366.65999999999957
1,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,9.800000000000011,54331.200000000004,0.07653061218911762,388.08000000000044
0,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,9.699999999999989,64829.6,0.0699803792871286,411.2799999999995
2,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,9.699999999999989,47247.200000000004,0.06779661012845241,277.4199999999997
1,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,9.699999999999989,60973.6,0.07506527410243781,386.05999999999955
1,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,9.699999999999989,49728.0,0.0752895752411264,310.39999999999964
0,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,9.700000000000045,74562.0,0.08139534878153533,494.7000000000023
